root,id,breed
245-n000098-Australian_Shepherd,n129075.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128921.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128931.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129081.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129091.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129038.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129028.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128998.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128988.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128882.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128892.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128943.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128953.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128965.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128975.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129104.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129114.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128907.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128917.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129043.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129053.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128938.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128928.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129088.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129021.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129031.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128981.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128991.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129077.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129067.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129015.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129005.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129048.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129120.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129058.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128890.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128880.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128951.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128941.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129083.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128933.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128923.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128915.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128905.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128977.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128967.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129116.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129106.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128993.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128983.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129033.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129023.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129051.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129041.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128889.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128899.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128948.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128958.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128904.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128914.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129099.jpeg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129098.jpeg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129107.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129117.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128966.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128976.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128982.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128992.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129022.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129032.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128959.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128949.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129040.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129050.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128898.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128888.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129066.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129076.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129004.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129014.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129093.jpeg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129092.jpeg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128940.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128950.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129059.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129121.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129049.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128881.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128891.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129082.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128922.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128932.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128955.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128945.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128894.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128884.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128937.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128927.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129097.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129087.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129073.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129063.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128908.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128918.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129011.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129001.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129037.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129027.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128997.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128987.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129055.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129045.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128911.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128901.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128879.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129008.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129018.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129112.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129102.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128973.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128963.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129026.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129036.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128986.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128996.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129044.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129054.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129019.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129009.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128878.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128900.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128910.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128962.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128972.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129103.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129113.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128885.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128895.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128944.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128954.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128926.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128936.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129086.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129096.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129062.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129072.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129000.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129010.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128919.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128909.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129056.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129046.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128994.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128984.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129034.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129024.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128970.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128960.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129111.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129069.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129101.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129079.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128912.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128902.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129084.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129100.jpeg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128934.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128924.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128897.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128887.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128956.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128946.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129012.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129002.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128969.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128979.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129108.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129070.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129118.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129060.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129085.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129095.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128925.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128935.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128947.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128957.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128886.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128896.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129003.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129013.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129061.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129119.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129071.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129109.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128978.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128968.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129047.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129057.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128985.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128995.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129025.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129035.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129078.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129068.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n129110.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128961.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128971.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128903.jpg,Australian_Shepherd
245-n000098-Australian_Shepherd,n128913.jpg,Australian_Shepherd
274-n000110-Shetland_sheepdog,n136326.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136327.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136126.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136136.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136144.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136154.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136222.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136232.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136267.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136266.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136095.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136119.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136109.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136318.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136319.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136351.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136350.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136282.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136292.jpg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136365.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136364.jpeg,Shetland_sheepdog
274-n000110-Shetland_sheepdog,n136186.jpg,Shetland_sheepdog
